0,أَنْفٌ,鼻
0,أُخْتٌ,姉
0,أُذُنٌ,耳
0,الْقَاهِلرَةُ,カイロ
0,اِبْنٌ,息子
0,اِمْرَأَةٌ,女性
0,بَابٌ,ドア
0,بَاصٌ,バス
0,بَصَلٌ,玉ねぎ
0,بَطَاطِسٌ,じゃがいも
0,بَطْنٌ,お腹
0,بَنْطَلُونٌ,ズボン
0,بَنْكٌ,銀行
0,بُرْتُقَالٌ,オレンジ
0,تَشَرَّفْنَا,お目にかかれて光栄です
0,تُفَّاحٌ,りんご
0,تُوتٌ,桑の実
0,تِلِفِزْيُونٌ,テレビ
0,ثَلْجٌ,雪
0,جَامِعَةٌ,大学
0,جَبَلٌ,山
0,جَدٌّ,祖父
0,جَدَّةٌ,祖母
0,جَوْرَبٌ,靴下
0,جُبْنَةٌ,チーズ
0,حَاسُوبٌ,コンピュータ
0,حَدِيقَةٌ,公園
0,حَقِيبَةٌ,かばん
0,حَلِيبٌ,牛乳
0,حَلْوَى,お菓子
0,حَمَّامٌ,浴室
0,حِذَاءٌ,靴
0,خُبْزٌ,パン
0,خِيَارٌ,きゅうり
0,دَجَاجٌ,鶏肉
0,دَرَّاجَةٌ,自転車
0,دَفْتَرٌ,ノート
0,رَأْسٌ,頭
0,رَادِيُو,ラジオ
0,رَجُلٌ,男性
0,رِجْلٌ,足
0,زُبْدَةٌ,バター
0,سَاعَةٌ,時計
0,سَرِيرٌ,ベッド
0,سَمَكٌ,魚
0,سَيَّارَةٌ,車
0,سُوقٌ,市場
0,سِكِّينٌ,ナイフ
0,شكْرًا,ありがとう
0,شَايٌ,お茶
0,شَعْرٌ,髪
0,شَوْكَةٌ,フォーク
0,صَحْنٌ,皿
0,طَائِرَةٌ,飛行機
0,طَاوِلَةٌ,テーブル
0,طَرِيقٌ,道
0,طَمَاطِمٌ,トマト
0,طِفْلٌ,子供
0,ظَهْرٌ,背中
0,عَشَاءٌ,夕食
0,عَفْوًا,すみません
0,عَيْنٌ,目
0,عِنَبٌ,ぶどう
0,غَدَاءٌ,昼食
0,غُرْفَةٌ,部屋
0,فرْصَة سَعِيدَة,お目にかかれてうれしいです
0,فَطِيرَةٌ,パイ
0,فَمٌ,口
0,فِطَارٌ,朝食
0,قَلَمٌ,ペン
0,قَلْبٌ,心臓
0,قَمِيصٌ,シャツ
0,قَهْوَةٌ,コーヒー
0,كُرْسِيٌّ,椅子
0,كُوبٌ,コップ
0,كِتَابٌ,本
0,لَحْمٌ,肉
0,مَاءٌ,水
0,مَاءِدَةٌ,テーブル
0,مَدْرَسَةٌ,学校
0,مَرْحَبًا,こんにちは
0,مَسْجِدٌ,モスク
0,مَطْبَخٌ,キッチン
0,مَكْتَبٌ,机
0,مَكْتَبَةٌ,図書館
0,مَوْزٌ,バナナ
0,مِعْطَفٌ,コート
0,مِلْعَقَةٌ,スプーン
0,نَافِذَةٌ,窓
0,نَظَّارَةٌ,メガネ
0,نُقُودٌ,お金
0,هَاتِفٌ,電話
0,وَجْهٌ,顔
0,يَدٌ,手
1,أَبٌ,父
1,أَخٌ,兄
1,أَهْلًا وَ سَهْلًا,ようこそ
1,أُمٌّ,母
1,اِبْنَةٌ,娘
1,بَابٌ,門
